,0,1,2
0,37.5135747608,37.5135747608,37.5135747608
1,22.0130973511,22.0130973511,22.0130973511
2,21.4744377275,21.4744377275,21.4744377275
3,70.5752662375,70.5752662375,70.5752662375
4,34.4788876904,34.4788876904,34.4788876904
5,8.69694135174,8.69694135174,8.69694135174
